unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
Whalton I,"Berkeley County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,37,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Whalton II,"Berkeley County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,98,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Testa,"Berkeley County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tru",farmland_protection,JNT,80,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Cacapon and Lost Rivers Land Trust, Hampshire County Farmland Protection Board, WV, <Null>",farmland_protection,JNT,327,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),"Cacapon and Lost Rivers Land Trust, Hardy County Farmland Protection Board, WV",farmland_protection,JNT,132,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
McCormick,"Jefferson County Farmland Protection Board, WV, Berkeley County Farmland Protection Board, WV",farmland_protection,JNT,56,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Davidson,"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,116,PERM,2008,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,54,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Lewis,"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,40,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Lorber,"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,96,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Willis,"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle",farmland_protection,JNT,19,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle, <Null>",farmland_protection,JNT,75,PERM,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP) / The Bower,"Jefferson County Farmland Protection Board, WV, Land Trust of the Eastern Panhandle, <Null>",farmland_protection,JNT,260,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Burch (small),"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,11,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Burch,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,175,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Knighten,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,202,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Latterell,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,118,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Morgan,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,32,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Renaud,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,70,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - RSP Enterprises,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,80,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Stine,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,230,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Twin Ridge Orchard,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,139,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Walls,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,45,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Writt,"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,67,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Jefferson County Farmland Protection Board, WV, U.S. Natural Resources Conservation Service, Land Tr",farmland_protection,JNT,45,PERM,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Ellis,"Land Trust of the Eastern Panhandle, Jefferson County Farmland Protection Board, WV",farmland_protection,JNT,35,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Moore,"Land Trust of the Eastern Panhandle, Jefferson County Farmland Protection Board, WV",farmland_protection,JNT,79,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Pamplin,"Land Trust of the Eastern Panhandle, Jefferson County Farmland Protection Board, WV",farmland_protection,JNT,20,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Rogers-Rissler,"Land Trust of the Eastern Panhandle, Jefferson County Farmland Protection Board, WV",farmland_protection,JNT,171,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Donley S1,"Land Trust of the Eastern Panhandle, U.S. Natural Resources Conservation Service, Jefferson County F",land_trust,JNT,99,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - Washington,"Land Trust of the Eastern Panhandle, U.S. Natural Resources Conservation Service, Jefferson County F",land_trust,JNT,193,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program - WilBob Farms (Henshaw),"Land Trust of the Eastern Panhandle, U.S. Natural Resources Conservation Service, Jefferson County F",land_trust,JNT,62,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 72,"Potomac Conservancy, Berkeley County Farmland Protection Board, WV",farmland_protection,JNT,52,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 19,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,1689,PERM,2002,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 36,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,84,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 39,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,297,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 70,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,32,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 18,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,968,PERM,2002,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 31,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,101,PERM,2003,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Potomac Conservancy Easement 37,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,108,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 5,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,457,PERM,2000,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 50,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,131,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 55,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,220,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 67,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,72,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 68,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,139,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 69,"Potomac Conservancy, Cacapon and Lost Rivers Land Trust",land_trust,JNT,54,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 49,"Potomac Conservancy, Hampshire County Farmland Protection Board, WV",farmland_protection,JNT,86,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 51,"Potomac Conservancy, Hampshire County Farmland Protection Board, WV",farmland_protection,JNT,139,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 44,"Potomac Conservancy, Hardy County Farmland Protection Board, WV",farmland_protection,JNT,151,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 11,"Potomac Conservancy, Land Trust of the Eastern Panhandle",land_trust,JNT,120,PERM,2000,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Farm and Ranch Lands Protection Program (FRPP),"West Virginia Land Trust, U.S. Natural Resources Conservation Service",land_trust,JNT,98,PERM,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,125,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,99,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,34,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,66,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,3,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Berkeley County Farmland Protection Board Easement,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,101,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 12","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,51,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 15","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,44,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 17","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,131,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 19","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,155,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 2","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,161,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 20","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,210,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 21","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,64,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 22","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,45,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 26","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,124,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 29","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,50,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 3","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,138,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 30","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,216,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 31","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,310,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 34","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,65,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 37","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,75,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 38","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,9,PERM,2008,Closed,4 - no known mandate for biodiversity protection,Davis
"Berkeley County, WV 5","Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,39,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Dirting,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,141,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Elwood,"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,206,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,115,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,40,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),"Berkeley County Farmland Protection Board, WV",farmland_protection,CNTY,91,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
